INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,location,Count
4 Street at McKnight Boulevard NE,Two vehicle incident.,05/03/2017 10:46:58 AM,05/03/2017 10:47:32 AM,NE,-114.054436592709,51.0961203863363,"(51.0961203863363, -114.054436592709)",1
Macleod Trail at 162 Avenue SE,Multi-vehicle incident.,05/03/2017 12:08:49 PM,05/03/2017 12:12:38 PM,SE,-114.063555546693,50.9044675698726,"(50.9044675698726, -114.063555546693)",1
52 Street at 130 Avenue - mall entrance SE,Traffic signals are flashing red. Crews have been dispatched.,05/03/2017 01:18:34 PM,05/03/2017 01:19:43 PM,SE,-113.958096577645,50.9290843193426,"(50.9290843193426, -113.958096577645)",1
Edmonton Trail at 8 Avenue NE,Two vehicle incident.,05/03/2017 03:49:59 PM,05/03/2017 03:51:24 PM,NE,-114.054355684472,51.0597360323154,"(51.0597360323154, -114.054355684472)",1
Southbound Macleod Trail at 55 Avenue SW,Multi-vehicle incident.,05/03/2017 03:45:33 PM,05/03/2017 03:51:24 PM,SW,-114.070645203059,51.0040624042286,"(51.0040624042286, -114.070645203059)",1
Northbound Edmonton Trail at Mcknight Boulevard NE,Two vehicle incident.,05/03/2017 04:22:13 PM,05/03/2017 04:24:07 PM,NE,-114.054053543875,51.095742549064,"(51.095742549064, -114.054053543875)",1
25 Avenue at 37 Street SW,Multi-vehicle incident.,05/03/2017 04:10:34 PM,05/03/2017 04:24:07 PM,SW,-114.141196080905,51.0316012993833,"(51.0316012993833, -114.141196080905)",1
Shaganappi Trail at Northland Drive NW,Two vehicle incident.,05/03/2017 04:51:18 PM,05/03/2017 04:52:50 PM,NW,-114.14287248602,51.1026389615686,"(51.1026389615686, -114.14287248602)",1
Southbound Deerfoot Trail at Glenmore Trail SE,Two vehicle incident.,05/03/2017 04:29:59 PM,05/03/2017 04:52:50 PM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",1
12 Avenue at 36 Street SE,Two vehicle incident.,05/03/2017 04:55:57 PM,05/03/2017 05:24:27 PM,SE,-113.981649742196,51.0424862419674,"(51.0424862419674, -113.981649742196)",1
Southbound Crowchild Trail approaching Glenmore Trail SW,Two vehicle incident.,05/03/2017 05:19:48 PM,05/03/2017 05:24:27 PM,SW,-114.121071289426,51.0009971347515,"(51.0009971347515, -114.121071289426)",1
Eastbound Peigan Trail at Stoney Trail SE,Two vehicle incident.,05/03/2017 05:52:09 PM,05/03/2017 05:53:17 PM,SE,-113.930110217909,51.0150722933138,"(51.0150722933138, -113.930110217909)",1
52 Street at Pensdale Road NE,Two vehicle incident.,05/03/2017 06:19:14 PM,05/03/2017 06:21:08 PM,NE,-113.958497814754,51.0428758623719,"(51.0428758623719, -113.958497814754)",1
Westbound Glenmore Trail approaching 52 Street SE,Two vehicle incident. Blocking the left lane.,05/04/2017 08:03:35 AM,05/04/2017 08:05:12 AM,SE,-113.961937084303,50.9796424341637,"(50.9796424341637, -113.961937084303)",1
25 Avenue at Macleod Trail SE,. LRT Gates are malfunctioning.,05/04/2017 08:36:20 AM,05/04/2017 08:47:46 AM,SE,-114.05980730065,51.0305088254409,"(51.0305088254409, -114.05980730065)",1
Bow Trail at Strathcona Boulevard SW,Two vehicle incident.,05/04/2017 11:49:43 AM,05/04/2017 11:52:05 AM,SW,-114.182241192164,51.0517500377716,"(51.0517500377716, -114.182241192164)",1
Eastbound Southland Drive at 14 Street SW,Two vehicle incident.,05/06/2017 04:47:56 PM,05/06/2017 04:52:57 PM,SW,-114.096705849657,50.9615171634051,"(50.9615171634051, -114.096705849657)",1
Northbound 10 Street at 5 Avenue NW,Two vehicle incident. Blocking the northbound lanes.,05/04/2017 12:07:52 PM,05/04/2017 12:08:48 PM,NW,-114.085959202098,51.0583625842163,"(51.0583625842163, -114.085959202098)",1
4 Avenue approaching 9 Street SW,Two vehicle incident. Blocking the left lane.,05/04/2017 12:48:50 PM,05/04/2017 12:50:24 PM,SW,-114.083472890212,51.0498986764639,"(51.0498986764639, -114.083472890212)",1
Westbound Memorial Drive at 10 Street NW,Two vehicle incident. Blocking the right lane.,05/04/2017 01:19:26 PM,05/04/2017 01:20:26 PM,NW,-114.085860347592,51.0519609880605,"(51.0519609880605, -114.085860347592)",1
68 Street at Applewoood Drive SE,Two vehicle incident.,05/04/2017 03:51:48 PM,05/04/2017 04:10:32 PM,SE,-113.935231688391,51.045626841746,"(51.045626841746, -113.935231688391)",1
Country Hills Boulevard at Shaganappi Trail NW,Two vehicle incident.,05/04/2017 03:50:04 PM,05/04/2017 04:10:32 PM,NW,-114.126178816235,51.1420080609108,"(51.1420080609108, -114.126178816235)",1
Southbound Deerfoot Trail at Southland Drive SE,Two vehicle incident. . .,05/04/2017 04:02:25 PM,05/04/2017 04:10:32 PM,SE,-114.030645278814,50.9487729040585,"(50.9487729040585, -114.030645278814)",1
Seton Boulevard at Auburn Bay Gate SE,Two vehicle incident.,05/04/2017 06:01:08 PM,05/04/2017 06:03:04 PM,SE,-113.957834468426,50.8824260320225,"(50.8824260320225, -113.957834468426)",1
114 Avenue at 42 Street SE,Two vehicle incident.,05/05/2017 07:53:35 AM,05/05/2017 07:54:27 AM,SE,-113.975601600386,50.950534414861,"(50.950534414861, -113.975601600386)",1
5 Avenue at 2 Street SW,Two vehicle incident.,05/05/2017 08:24:48 AM,05/05/2017 08:25:33 AM,SW,-114.067765624528,51.0485290051914,"(51.0485290051914, -114.067765624528)",1
Barlow Trail at Center Avenue NE,Multi-vehicle incident.,05/05/2017 01:37:37 PM,05/05/2017 01:39:06 PM,NE,-114.001772887273,51.0523647740713,"(51.0523647740713, -114.001772887273)",1
Northbound Bow Bottom Trail at Anderson Road SE,Single vehicle incident north of Deerfoot exit.,02/10/2017 06:07:27 AM,02/10/2017 06:25:42 AM,SE,-114.001024457161,0.000460811232131,"(0.000460811232131456, -114.001024457161)",1
Southbound Deerfoot Trail at Memorial Drive SE.,2 vehicle incident.,02/09/2017 09:30:37 AM,02/09/2017 09:51:30 AM,SE,-114.00102435644,0.000461716478685,"(0.000461716478684508, -114.00102435644)",1
Southbound 49 Street at 34 Avenue NW,2 vehicle incident.,02/08/2017 10:15:25 AM,02/08/2017 10:24:11 AM,NW,-114.001025604906,0.000462026151141,"(0.000462026151141223, -114.001025604906)",1
Ogden Road at 34 Avenue SE,Single vehicle incident.,02/09/2017 04:03:01 PM,02/09/2017 04:18:48 PM,SE,-114.001024459183,0.000461484927588,"(0.000461484927587731, -114.001024459183)",1
Southbound Crowchild Trail approaching 53 Street NW,Single vehicle incident.,02/09/2017 07:54:17 AM,02/09/2017 07:54:40 AM,NW,-114.001025672513,0.000462220013522,"(0.000462220013522357, -114.001025672513)",1
Southbound Macleod Trail at Southport Road SW,2 vehicle incident.,02/09/2017 09:34:10 AM,02/09/2017 09:51:30 AM,SW,-114.001024832873,0.000460891565962,"(0.000460891565961731, -114.001024832873)",1
Southbound Crowchild Trail Past 33 Avenue SW,Multi vehicle incident.,02/09/2017 07:16:26 AM,02/09/2017 07:21:36 AM,SW,-114.001025255311,0.000461493529948,"(0.000461493529948435, -114.001025255311)",1
Northbound Macleod Trail at Midlake Boulevard SE,2 vehicle incident.,02/10/2017 07:15:10 AM,02/10/2017 07:15:54 AM,SW,-114.001024800431,0.00046051334435,"(0.000460513344349588, -114.001024800431)",1
Westbound McKnight Boulevard approaching 15 Street NE,Multi vehicle incident.,02/08/2017 05:44:39 PM,02/08/2017 05:45:31 PM,NE,-114.001024425683,0.00046213411551,"(0.000462134115510389, -114.001024425683)",1
Saddletowne Circle and 80 Avenue NE,2 vehicle incident.,02/08/2017 09:11:08 AM,02/08/2017 09:18:25 AM,NE,-114.00102373377,0.000462407360935,"(0.000462407360935059, -114.00102373377)",1
Dalhousie Drive and Dalgleish Road NW,Multi-vehicle incident.,02/08/2017 09:17:46 AM,02/08/2017 09:18:25 AM,NW,-114.00102557241,0.000462222249461,"(0.000462222249461372, -114.00102557241)",1
Southbound Deerfoot Trail at Anderson Road SE,Single vehicle incident.,02/08/2017 08:12:15 AM,02/08/2017 08:21:24 AM,SE,-114.00102441093,0.000460853753731,"(0.000460853753730976, -114.00102441093)",1
Country Hills Boulevard at Shaganappi Trail NW,Single vehicle incident in the intersection.,02/09/2017 03:19:51 PM,02/09/2017 03:21:24 PM,NW,-114.001025315439,0.000462558966682,"(0.000462558966682031, -114.001025315439)",1
Westbound 16 Avenue approaching 52 Street NE,Multi-vehicle incident in the left lane.,02/10/2017 09:27:21 AM,02/10/2017 09:34:01 AM,NE,-114.001023852225,0.000461881493103,"(0.000461881493102684, -114.001023852225)",1
Sun Valley Boulevard and Sunmills Drive SE,2 vehicle incident in the intersection.,02/08/2017 09:14:37 AM,02/08/2017 09:18:25 AM,SE,-114.00102460826,0.000460427426495,"(0.000460427426495311, -114.00102460826)",1
Barlow Trail at 114 Avenue SE,Two vehicle incident.,02/10/2017 05:25:37 AM,02/10/2017 05:26:39 AM,SE,-114.001024021125,0.000460827119658,"(0.000460827119657929, -114.001024021125)",1
Northbound Shaganappi Trail at Varsity Drive NW,Multi-vehicle incident.,02/08/2017 01:11:43 PM,02/08/2017 01:20:08 PM,NW,-114.001025573881,0.000462119223156,"(0.000462119223156271, -114.001025573881)",1
50 Avenue at Macleod Trail SW,2 vehicle incident.,02/09/2017 05:22:02 PM,02/09/2017 05:23:22 PM,SW,-114.001024791838,0.000461353417637,"(0.000461353417637433, -114.001024791838)",1
Eastbound Glenmore Trail approaching Macleod Trail SW,Single vehicle incident blocking the left lane.,02/09/2017 04:17:34 PM,02/09/2017 04:18:48 PM,SW,-114.001024829026,0.000461224160831,"(0.00046122416083072, -114.001024829026)",1
64 Avenue at Castleridge Boulevard NE,2 vehicle incident.,02/09/2017 06:48:45 PM,02/09/2017 06:51:30 PM,NE,-114.001023871027,0.000462274536475,"(0.000462274536475131, -114.001023871027)",1
11 Avenue at 18 Street SW,2 vehicle incident.,02/08/2017 07:34:45 PM,02/08/2017 07:36:19 PM,SW,-114.001025117565,0.000461668064138,"(0.000461668064138007, -114.001025117565)",1
Southbound Metis Trail approaching 64 Avenue NE,2 vehicle incident.,02/08/2017 11:34:52 AM,02/08/2017 11:37:07 AM,NE,-114.001023959894,0.000462277905781,"(0.000462277905781006, -114.001023959894)",1
36 Street at 30 Avenue SE,Multi vehicle incident.,02/08/2017 09:10:32 PM,02/08/2017 09:11:35 PM,SE,-114.001024020693,0.000461518225206,"(0.000461518225206002, -114.001024020693)",1
Westbound 16 Avenue approaching 68 Street NE,Multi-vehicle incident in the right lane.,02/10/2017 09:05:51 AM,02/10/2017 09:06:46 AM,NW,-114.001023622319,0.000461881392686,"(0.000461881392686409, -114.001023622319)",1
Eastbound Falconridge Drive at Falconridge Boulevard NE,2 vehicle incident.,02/08/2017 09:42:15 AM,02/08/2017 10:24:11 AM,NE,-114.00102380682,0.000462177509609,"(0.000462177509608808, -114.00102380682)",1
Southbound 52 Street at 126 Avenue SE,Single vehicle incident.,02/09/2017 11:20:06 PM,02/09/2017 11:21:12 PM,SE,-114.001023810939,0.000460679843785,"(0.000460679843784977, -114.001023810939)",1
32 Avenue at 50 Street NW,2 vehicle incident.,02/10/2017 07:44:03 AM,02/10/2017 07:47:34 AM,NW,-114.001025618536,0.000462011378299,"(0.000462011378298648, -114.001025618536)",1
17 Avenue between 1 Street and 4  Street SW,The road is closed due to a building fire.,02/08/2017 05:26:34 PM,02/08/2017 06:41:46 PM,SW,-114.001024797552,0.000461616728908,"(0.000461616728907933, -114.001024797552)",1
Southbound Deerfoot Trail on the Calf Robe Bridge SE,Multi-vehicle incident.,02/08/2017 09:08:00 AM,02/08/2017 09:18:25 AM,SE,-114.001024348104,0.000461350724792,"(0.000461350724792419, -114.001024348104)",1
Westbound 16 Avenue past Deerfoot Trail NE,Multi vehicle incident blocking the right lane.,02/08/2017 03:01:07 PM,02/08/2017 03:08:55 PM,NE,-114.001024438348,0.000461883984598,"(0.000461883984598228, -114.001024438348)",1
Southbound 52 Street at Erin Woods Drive SE,Multi-vehicle incident.,02/10/2017 06:24:12 AM,02/10/2017 06:25:42 AM,SE,-114.001023811809,0.000461447342252,"(0.000461447342252047, -114.001023811809)",1
Northbound 68 Street at Laguna Way NE,2 vehicle incident.,02/08/2017 09:30:38 AM,02/08/2017 09:31:33 AM,NE,-114.001023599921,0.0004620355585,"(0.000462035558499794, -114.001023599921)",1
17 Avenue between 1st Street and 4th Street SW,The road is closed due to a building fire.,02/08/2017 05:26:34 PM,02/08/2017 05:45:31 PM,SW,-114.001024797552,0.000461616728908,"(0.000461616728907933, -114.001024797552)",1
Highfield Road at 26 Avenue SE,Single vehicle incident.,02/09/2017 04:56:37 AM,02/09/2017 04:57:33 AM,SE,-114.001024549907,0.000461551253988,"(0.000461551253987918, -114.001024549907)",1
Southbound Crowchild Trail at Stoney Trail NW,Single vehicle incident.,02/09/2017 07:03:21 AM,02/09/2017 07:21:36 AM,NW,-114.00102628711,0.000462487648634,"(0.000462487648634094, -114.00102628711)",1
Southbound Deerfoot Trail approaching Airport Trail NE,Single vehicle incident.,02/09/2017 01:04:54 PM,02/09/2017 01:06:27 PM,NE,-114.001024526638,0.000462555152596,"(0.00046255515259577, -114.001024526638)",1
Northbound Macleod Trail at Lake Fraser Gate SE,2 vehicle incident blocking northbound Traffic.,02/08/2017 10:21:20 AM,02/08/2017 10:24:10 AM,SE,-114.001024806214,0.000460726954136,"(0.000460726954136152, -114.001024806214)",1
Southbound Deerfoot Trail south of Anderson Road SW,Single vehicle incident.,02/09/2017 06:21:12 PM,02/09/2017 06:23:07 PM,SE,-114.001024486512,0.0004608073341,"(0.000460807334100197, -114.001024486512)",1
Southbound Macleod Trail at Southland Drive SE,Multi vehicle incident.,02/10/2017 01:35:48 AM,02/10/2017 01:36:56 AM,SE,-114.001024826318,0.000460958768448,"(0.00046095876844756, -114.001024826318)",1
Northbound Deerfoot Trail at Memorial Drive exit NE,Stalled vehicle in the right shoulder lane.,02/10/2017 08:13:03 AM,02/10/2017 08:14:56 AM,NE,-114.00102435644,0.000461716478685,"(0.000461716478684508, -114.00102435644)",1
Westbound 16 Avenue approaching Sarcee Trail NW,Multi vehicle incident.,02/08/2017 04:45:39 PM,02/08/2017 04:46:07 PM,NW,-114.001025881408,0.0004620111702,"(0.000462011170200052, -114.001025881408)",1
Southbound 36 Street at Memorial Drive SE,Single vehicle incident.,02/08/2017 10:19:11 PM,02/08/2017 10:20:37 PM,SE,-114.001024019229,0.000461747174562,"(0.000461747174562467, -114.001024019229)",1
Eastbound 16 Avenue at Banff Trail NW,2 vehicle incident.,02/08/2017 06:38:59 PM,02/08/2017 06:41:46 PM,NW,-114.001025194904,0.000461884025907,"(0.000461884025907113, -114.001025194904)",1
Southbound Barlow Trail at Centre Avenue NE,Single vehicle incident.,02/09/2017 07:20:57 AM,02/09/2017 07:21:36 AM,NE,-114.00102419777,0.000461748179079,"(0.000461748179079151, -114.00102419777)",1
14 Street at Country Hills Boulevard NW,2 vehicle incident.,02/09/2017 09:49:41 AM,02/09/2017 09:51:30 AM,NW,-114.001025187101,0.000462577888263,"(0.000462577888263368, -114.001025187101)",1
Westbound Memorial Drive at 19 Street SE,2 vehicle incident.,02/08/2017 11:32:38 AM,02/08/2017 11:37:07 AM,NW,-114.001024284378,0.000461701287636,"(0.000461701287636233, -114.001024284378)",1
Northbound Deerfoot Trail at 32 Avenue NE,Multi-vehicle incident.,05/05/2017 03:13:30 PM,05/05/2017 03:17:42 PM,NE,-114.038032334448,51.0866364874556,"(51.0866364874556, -114.038032334448)",1
Southbound Deerfoot Trail at Glenmore Trail SE,Multi-vehicle incident.,05/05/2017 04:21:52 PM,05/05/2017 04:23:26 PM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",1
Saddletowne Circle at Falconridge Boulevard NE,Traffic signals are flashing red. Crews have been dispatched,05/05/2017 03:58:00 PM,05/05/2017 04:23:26 PM,NE,-113.94680396167,51.1220538948636,"(51.1220538948636, -113.94680396167)",1
Southbound Crowchild Trail at Glenmore Trail SW,Two vehicle incident.,05/05/2017 04:56:09 PM,05/05/2017 05:25:00 PM,NW,-114.121071289426,51.0009971347515,"(51.0009971347515, -114.121071289426)",1
Westbound Country Hills Boulevard west of Deerfoot Trail NE,Multi-vehicle incident.,05/05/2017 05:25:04 PM,05/05/2017 05:34:22 PM,NE,-114.023205638221,51.1511826847607,"(51.1511826847607, -114.023205638221)",1
Glenmore Trail at Discovery Ridge Boulevard SW,Two vehicle incident.,05/05/2017 06:11:14 PM,05/05/2017 06:12:33 PM,SW,-114.196269975721,51.0137869291182,"(51.0137869291182, -114.196269975721)",1
Northbound Macleod Trail at Heritage Drive SE,Stalled vehicle.,05/05/2017 05:59:24 PM,05/05/2017 06:12:33 PM,SE,-114.071685536699,50.9795151667904,"(50.9795151667904, -114.071685536699)",1
Eastbound 17 Avenue at 61 Street SE,Two vehicle incident.,05/05/2017 07:38:33 PM,05/05/2017 07:40:20 PM,SE,-113.943349411742,51.0379184918486,"(51.0379184918486, -113.943349411742)",1
Barlow Trail at 32 Avenue NE,Multi-vehicle incident.,05/05/2017 09:50:52 PM,05/05/2017 09:53:15 PM,NE,-114.002717520691,51.081550172243,"(51.081550172243, -114.002717520691)",1
Metis Trail at Cityscape Boulevard NE,Single vehicle incident.,05/05/2017 11:06:56 PM,05/05/2017 11:08:00 PM,NE,-113.969780851458,51.1472729567354,"(51.1472729567354, -113.969780851458)",1
Southbound Falconridge Boulevard at McKnight Boulevard NE,Single vehicle incident. Blocking the right lane,05/06/2017 06:20:41 AM,05/06/2017 06:23:13 AM,NW,-113.960914255153,51.0961502581998,"(51.0961502581998, -113.960914255153)",1
Canyon Meadows Drive at 6 Street SW,There is an incident involving a pedestrian.,05/06/2017 12:38:11 PM,05/06/2017 12:42:06 PM,SW,-114.076400251359,50.9337217310639,"(50.9337217310639, -114.076400251359)",1
Southbound Deerfoot Trail approaching Glenmore Trail SE,Two vehicle incident.,05/06/2017 02:17:41 PM,05/06/2017 02:18:07 PM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",1
Glenmore Trail at Richard Road SW,Two vehicle incident.,05/06/2017 04:14:34 PM,05/06/2017 04:25:49 PM,SW,-114.13234182159,51.0038952714873,"(51.0038952714873, -114.13234182159)",1
Centre Street at 12 Avenue NE,Two vehicle incident.,05/06/2017 04:23:23 PM,05/06/2017 04:25:49 PM,NW,-114.062522832181,51.0633476098558,"(51.0633476098558, -114.062522832181)",1
Symons Valley Road at Mountain View Road NW,Two vehicle incident.,05/06/2017 04:52:05 PM,05/06/2017 04:52:57 PM,NW,-114.141171745395,51.1886459839569,"(51.1886459839569, -114.141171745395)",1
64 Avenue at 11 Street NE,Two vehicle incident.,05/06/2017 04:32:50 PM,05/06/2017 04:52:57 PM,NW,-114.036988631502,51.1105834522785,"(51.1105834522785, -114.036988631502)",1
Macleod Trail at 25 Avenue SE,Two vehicle incident.,05/06/2017 04:31:47 PM,05/06/2017 04:52:57 PM,SE,-114.059675002152,51.0305085334804,"(51.0305085334804, -114.059675002152)",1
52 Street at Mahogany Street SE,Two vehicle incident.,05/06/2017 05:22:11 PM,05/06/2017 05:23:36 PM,SE,-113.943331453603,50.8965613018609,"(50.8965613018609, -113.943331453603)",1
Southbound Crowchild Trail at 23 Avenue NW,Two vehicle incident. Blocking the left lane.,05/06/2017 06:25:14 PM,05/06/2017 06:25:55 PM,NW,-114.118033424345,51.0710101726926,"(51.0710101726926, -114.118033424345)",1
Richmond Road at 40 Street SW,Two vehicle incident.,05/07/2017 11:37:24 AM,05/07/2017 11:38:14 AM,SW,-114.145281548767,51.0211429005273,"(51.0211429005273, -114.145281548767)",1
Southbound Macleod Trail at 194 Avenue SE,Two vehicle incident. Moved to WB 194 Ave.,05/07/2017 12:27:51 PM,05/07/2017 12:50:32 PM,SE,-114.045384732326,50.8783065113474,"(50.8783065113474, -114.045384732326)",1
Eastbound Nose Hill Drive at Silver Springs Boulevard NW,Two vehicle incident. . Blocking the road EB,05/07/2017 12:45:14 PM,05/07/2017 12:50:32 PM,NW,-114.206950603154,51.1161656588733,"(51.1161656588733, -114.206950603154)",1
Northbound Deerfoot Trail at 64 Avenue NE,Two vehicle incident. Blocking the left lane,05/07/2017 12:58:02 PM,05/07/2017 01:08:34 PM,NE,-114.049232563541,51.1106521140099,"(51.1106521140099, -114.049232563541)",1
Eastbound Glenmore Trail at 14 Street SW,Multi-vehicle incident.,05/07/2017 12:59:00 PM,05/07/2017 01:08:34 PM,SW,-114.101595818037,50.9963892678367,"(50.9963892678367, -114.101595818037)",1
Heritage Drive at Heritage Meadows Wy SE,Two vehicle incident.,05/07/2017 01:51:21 PM,05/07/2017 01:52:31 PM,SE,-114.044211260656,50.9872174359164,"(50.9872174359164, -114.044211260656)",1
Northbound Barlow Trail at 39 Avenue NE,Two vehicle incident.,05/07/2017 02:08:38 PM,05/07/2017 02:25:11 PM,NE,-114.001873765029,51.0886558941476,"(51.0886558941476, -114.001873765029)",1
34 Avenue at 52 Street SE,Single vehicle incident.,05/07/2017 03:15:10 PM,05/07/2017 03:16:09 PM,SE,-113.958376827298,51.0233687777821,"(51.0233687777821, -113.958376827298)",1
17 Avenue at 15 Street SW,Two vehicle incident.,05/07/2017 06:29:46 PM,05/07/2017 06:30:34 PM,SW,-114.0975957911,51.037830342324,"(51.037830342324, -114.0975957911)",1
Macleod Trail at 61 Avenue SW,Single vehicle incident.,05/07/2017 08:02:43 PM,05/07/2017 08:03:39 PM,SW,-114.071677723224,50.9977463493722,"(50.9977463493722, -114.071677723224)",1
Barlow Trail at 39 Avenue NE,Traffic signals are flashing red. Crews have been dispatched,05/08/2017 06:39:00 AM,05/08/2017 06:40:01 AM,NE,-114.001873765029,51.0886558941476,"(51.0886558941476, -114.001873765029)",1
Southbound Deerfoot Trail approaching 64 Avenue NE,Two vehicle incident. Blocking the left lane.,05/08/2017 08:58:45 AM,05/08/2017 09:01:06 AM,NE,-114.049232563541,51.1106521140099,"(51.1106521140099, -114.049232563541)",1
Westbound 16 Avenue approaching 36 Street NE,Two vehicle incident. Blocking the left lane.,05/08/2017 08:42:43 AM,05/08/2017 09:01:06 AM,NE,-113.989219053116,51.0670856594428,"(51.0670856594428, -113.989219053116)",1
Heritage Meadows Way at Deerfoot Trail SE,Two vehicle incident. On the exit ramp from NB Deerfoot Tr.,05/08/2017 11:11:21 AM,05/08/2017 11:14:07 AM,SE,-114.035258695256,50.981970422168,"(50.981970422168, -114.035258695256)",1
9 Avenue at 4 Street SE,Two vehicle incident. Road is closed NB at 11 Ave SE,05/08/2017 01:00:13 PM,05/08/2017 01:21:31 PM,SE,-114.053213586233,51.0442827751913,"(51.0442827751913, -114.053213586233)",1
Eastbound Glenmore Trail approaching Blackfoot Trail SE,Multi-vehicle incident.,05/08/2017 01:53:34 PM,05/08/2017 01:55:39 PM,SE,-114.056911752152,50.9939810922884,"(50.9939810922884, -114.056911752152)",1
Westbound Country Hills Boulevard at Deerfoot Trail NE,Two vehicle incident. Blocking exit to SB Deerfoot Tr.,05/08/2017 01:23:42 PM,05/08/2017 01:55:39 PM,NE,-114.023205638221,51.1511826847607,"(51.1511826847607, -114.023205638221)",1
20 Avenue at 34 Street NE,Two vehicle incident.,05/08/2017 02:31:01 PM,05/08/2017 02:47:02 PM,NE,-113.985556538451,51.0713683146844,"(51.0713683146844, -113.985556538451)",1
Southbound Deerfoot Trail at Memorial Drive SE,Multi-vehicle incident.,05/08/2017 02:44:17 PM,05/08/2017 02:47:02 PM,SE,-114.019434255636,51.0488598764172,"(51.0488598764172, -114.019434255636)",1
Harvest Hills Boulevard at 96 Avenue NE,Single vehicle incident.,05/08/2017 03:07:50 PM,05/08/2017 03:08:56 PM,NE,-114.069321455103,51.1424884257709,"(51.1424884257709, -114.069321455103)",1
Southbound Deerfoot Trail at Southland Drive SE,Multi-vehicle incident.,05/08/2017 06:15:37 PM,05/08/2017 06:17:40 PM,SE,-114.036221957794,50.9705895302783,"(50.9705895302783, -114.036221957794)",1
Southbound Macleod Trail at Southland Drive SE,Multi-vehicle incident.,05/08/2017 07:16:47 PM,05/08/2017 07:18:15 PM,SE,-114.071735504013,50.9650849940053,"(50.9650849940053, -114.071735504013)",1
Falconridge Boulevard at Saddletowne Circle NE,Two vehicle incident.,05/08/2017 07:18:44 PM,05/08/2017 07:41:54 PM,NE,-113.94680396167,51.1220538948636,"(51.1220538948636, -113.94680396167)",1
Westbound 16 Avenue at Deerfoot Trail NE,Two vehicle incident. Blocking the left lane.,05/08/2017 09:52:46 PM,05/08/2017 09:54:16 PM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",1
19 Street at John Laurie Boulevard NW,Two vehicle incident.,05/09/2017 07:51:15 AM,05/09/2017 07:52:09 AM,NW,-114.106649108035,51.0921648385307,"(51.0921648385307, -114.106649108035)",1
Brentwood Road at Brisebois Drive NW,Single vehicle incident.,05/09/2017 12:14:41 PM,05/09/2017 12:15:34 PM,NW,-114.133663938031,51.0895833815508,"(51.0895833815508, -114.133663938031)",1
Bowness Road at Shaganappi Trail NW,Two vehicle incident.,05/09/2017 12:45:15 PM,05/09/2017 12:47:24 PM,NW,-114.149482664815,51.0636147673025,"(51.0636147673025, -114.149482664815)",1
Southbound Deerfoot Trail exit ramp onto 130 Avenue SE,Single vehicle incident. .,05/09/2017 12:59:51 PM,05/09/2017 01:25:52 PM,SE,-113.978889717279,50.931982522778,"(50.931982522778, -113.978889717279)",1
Eastbound 130 Avenue onto Southbound Deerfoot Trail SE,Two vehicle incident.,05/09/2017 04:32:36 PM,05/09/2017 04:55:46 PM,SE,-113.978889717279,50.931982522778,"(50.931982522778, -113.978889717279)",1
Southbound Deerfoot Trail at 16 Avenue NE,Single vehicle incident.,05/09/2017 05:51:15 PM,05/09/2017 05:54:25 PM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",1
Ranchridge Way at Ranchview Drive NW,There is an incident involving a pedestrian.,05/09/2017 06:03:38 PM,05/09/2017 06:19:14 PM,NW,-114.186979884519,51.1204015874982,"(51.1204015874982, -114.186979884519)",1
Eastbound Castleridge Drive at Falconridge Boulevard NE,Two vehicle incident.,05/09/2017 10:21:37 PM,05/09/2017 10:23:50 PM,NE,-113.950027345497,51.1068623094468,"(51.1068623094468, -113.950027345497)",1
Elbow Drive at 5 Street SW,Traffic signals are flashing red.,05/10/2017 06:14:18 AM,05/10/2017 06:15:51 AM,SW,-114.073440480882,51.0295531733584,"(51.0295531733584, -114.073440480882)",1
Country Hills Boulevard at Barlow Trail NE,Traffic signals are flashing red.  Crews have been dispatched.,05/10/2017 06:37:39 AM,05/10/2017 06:40:55 AM,NE,-114.001891427216,51.1541944083071,"(51.1541944083071, -114.001891427216)",1
Southbound 5 Street at 5 Avenue SW,Two vehicle incident.,05/10/2017 09:17:39 AM,05/10/2017 09:19:30 AM,SW,-114.073678401047,51.0486955132194,"(51.0486955132194, -114.073678401047)",1
9 Avenue at 19 Street SE,Single vehicle incident.,05/10/2017 10:21:55 AM,05/10/2017 10:24:16 AM,SE,-114.019951322521,51.0354183342875,"(51.0354183342875, -114.019951322521)",1
4 Avenue at 11 Street SW,". 4 Avenue at 11 Street SW, the traffic lights are blank. Crews have been dispatched",05/10/2017 12:00:10 PM,05/10/2017 12:10:47 PM,SW,-114.036370601926,51.0560395197925,"(51.0560395197925, -114.036370601926)",1
Deerfoot Trail at Peigan Trail SE,Two vehicle incident.,05/10/2017 01:09:47 PM,05/10/2017 01:11:33 PM,SE,-114.005256240554,51.01500137989,"(51.01500137989, -114.005256240554)",1
